disasterno,Country,Location,Disaster type,Year,Date,Total deaths,Latitude,Longitude
2013-0281,Kenya,Marigat,Flood,2013,2013-08-05,0.0,0.67527177,35.94712117
2013-0336,Niger,Maradi,Flood,2013,2013-07-15,32.0,14.11537985,7.299652875
2013-0336,Niger,Agadez,Flood,2013,2013-07-15,32.0,19.48356243,10.51824021
2013-0336,Niger,Dosso,Flood,2013,2013-07-15,32.0,13.19821782,3.541880626
2013-0336,Niger,Tahoua,Flood,2013,2013-07-15,32.0,15.77600267,5.227769099
2013-0336,Niger,Niamey,Flood,2013,2013-07-15,32.0,13.52929382,2.127571286
2013-0336,Niger,Zinder,Flood,2013,2013-07-15,32.0,14.98556837,10.03037009
2013-0368,Senegal,Fatick,Flood,2013,2013-09-13,8.0,14.16013181,-16.34494262
2013-0368,Senegal,Kaolack,Flood,2013,2013-09-13,8.0,13.97026542,-15.9316131
2013-0368,Senegal,Thies,Flood,2013,2013-09-13,8.0,14.83108166,-16.7552175
2013-0374,Mauritania,Rosso,Flood,2013,2013-08-05,8.0,16.65071869,-15.73040576
2013-0375,Benin,Karimama,Flood,2013,2013-09-05,0.0,11.95574484,2.748865354
2013-0377,Zambia,Nagoma,Flood,2013,2013-01-01,0.0,-14.99539839,26.60274004
2013-0438,Somalia,Qandala,Storm,2013,2013-11-08,162.0,11.04112429,50.08631979
2013-0534,Niger,Diffa,Flood,2013,2013-11-03,0.0,15.86080846,13.21383166
2013-0546,Libya,Tripoli,Flood,2013,2013-11-30,16.0,32.67436397,13.36828047
2013-9146,Namibia,Kavango,Drought,2013,2013-01-01,0.0,-18.36896362,19.74960216
2013-9478,Zimbabwe,Manicaland,Drought,2013,2013-01-01,0.0,-19.06116231,32.39751357
2014-0063,Burundi,Kinyinya,Flood,2014,2014-02-19,96.0,-3.626073777,30.36264475
2014-0063,Burundi,Kamenge,Flood,2014,2014-02-19,96.0,-3.346875346,29.38991189
2014-0063,Burundi,Kinama,Flood,2014,2014-02-19,96.0,-3.326946264,29.39244396
2014-0063,Burundi,Buterere,Flood,2014,2014-02-19,96.0,-3.332890738,29.33599637
2014-0063,Burundi,Ngagara,Flood,2014,2014-02-19,96.0,-3.359259086,29.35840654
2014-0066,Zimbabwe,Chivi,Flood,2014,2014-01-20,3.0,-20.4938609,30.57852573
2014-0066,Zimbabwe,Tsholotsho,Flood,2014,2014-01-20,3.0,-19.61801311,27.41828561
2014-0092,Comoros,Moheli,Storm,2014,2014-03-27,0.0,-12.2259034,44.44094576
2014-0099,South Africa,Gauteng,Flood,2014,2014-03-01,32.0,-26.10606905,28.12646848
2014-0099,South Africa,Limpopo,Flood,2014,2014-03-01,32.0,-23.78573005,29.28952133
2014-0099,South Africa,Mpumalanga,Flood,2014,2014-03-01,32.0,-25.87414315,30.29894995
2014-0264,Sudan,Khartoum,Flood,2014,2014-07-25,39.0,15.84371653,32.80459422
2014-0264,Sudan,Blue Nile,Flood,2014,2014-07-25,39.0,11.26783612,34.12527881
2014-0264,Sudan,Kassala,Flood,2014,2014-07-25,39.0,15.98884127,35.75058371
2014-0264,Sudan,Northern,Flood,2014,2014-07-25,39.0,19.56155667,29.3551228
2014-0264,Sudan,Sennar,Flood,2014,2014-07-25,39.0,12.89651755,34.0528914
2014-0289,Niger,Niamey,Flood,2014,2014-06-01,36.0,13.53081039,2.127508838
2014-0298,Algeria,Alger,Earthquake,2014,2014-08-01,6.0,36.707393,3.056515494
2014-0438,Lesotho,Leribe,Storm,2014,2014-10-11,0.0,-29.01732624,28.26411909
2014-0514,Zimbabwe,Manicaland,Flood,2014,2014-12-01,11.0,-19.06116231,32.39751357
2014-9196,Burkina Faso,Sahel province,Drought,2014,2014-05-01,0.0,14.14637059,-0.440068118
2014-9404,Kenya,Mandera,Drought,2014,2014-01-01,0.0,3.439001659,40.73546083
2014-9533,Madagascar,Androy,Drought,2014,2014-11-01,0.0,-24.82166781,45.43908551
2015-0011,Mozambique,Nampula,Flood,2015,2015-01-01,160.0,-14.96481585,39.24779415
2015-0011,Malawi,Nsanje,Flood,2015,2015-01-01,278.0,-16.74704649,35.14269735
2015-0011,Malawi,Chikwawa,Flood,2015,2015-01-01,278.0,-16.16657424,34.70983653
2015-0011,Malawi,Phalombe,Flood,2015,2015-01-01,278.0,-15.66947061,35.68908119
2015-0011,Malawi,Blantyre,Flood,2015,2015-01-01,278.0,-15.66959579,34.94532629
2015-0011,Malawi,Zomba,Flood,2015,2015-01-01,278.0,-15.39869489,35.4273079
2015-0011,Malawi,Thyolo,Flood,2015,2015-01-01,278.0,-16.10489336,35.14386574
2015-0011,Malawi,Mulanje,Flood,2015,2015-01-01,278.0,-15.9369444,35.50792739
2015-0011,Malawi,Chiradzulu,Flood,2015,2015-01-01,278.0,-15.74545653,35.21329337
2015-0011,Malawi,Machinga,Flood,2015,2015-01-01,278.0,-14.94298057,35.5674799
2015-0011,Malawi,Mangochi,Flood,2015,2015-01-01,278.0,-14.26112619,35.13529514
2015-0011,Malawi,Ntcheu,Flood,2015,2015-01-01,278.0,-14.81088288,34.71355335
2015-0011,Malawi,Salima,Flood,2015,2015-01-01,278.0,-13.70485052,34.43057514
2015-0011,Malawi,Karonga,Flood,2015,2015-01-01,278.0,-10.08045636,34.09218317
2015-0016,Madagascar,Andramasina,Storm,2015,2015-01-16,89.0,-19.29995223,47.74641137
2015-0016,Madagascar,Ankazobe,Storm,2015,2015-01-16,89.0,-18.16154882,47.05589812
2015-0016,Madagascar,Antananarivo Avaradrano,Storm,2015,2015-01-16,89.0,-19.01998955,47.51686911
2015-0016,Madagascar,Ambalavao,Storm,2015,2015-01-16,89.0,-21.87710163,46.7186064
2015-0016,Madagascar,Ambohimahasoa,Storm,2015,2015-01-16,89.0,-21.06745894,47.16843533
2015-0016,Madagascar,Mahabo,Storm,2015,2015-01-16,89.0,-20.63986947,45.15945057
2015-0016,Madagascar,Miandrivazo,Storm,2015,2015-01-16,89.0,-19.15806195,45.37584922
2015-0016,Madagascar,Vangaindrano,Storm,2015,2015-01-16,89.0,-23.55325037,47.39637476
2015-0016,Madagascar,Ikongo,Storm,2015,2015-01-16,89.0,-21.92944448,47.45054192
2015-0016,Madagascar,Mananjary,Storm,2015,2015-01-16,89.0,-21.20064377,48.09200635
2015-0074,Madagascar,Androy,Storm,2015,2015-02-07,6.0,-24.82166781,45.43908551
2015-0075,Angola,Bengo,Flood,2015,2015-02-13,5.0,-8.977739795,13.88141273
2015-0090,Angola,Luanda province,Flood,2015,2015-03-09,1.0,-8.979736465,13.31045103
2015-0153,Rwanda,Nyamasheke,Flood,2015,2015-04-03,2.0,-2.353312146,29.15517674
2015-0159,Kenya,Kisumu,Flood,2015,2015-04-27,13.0,-0.162933047,34.83466421
2015-0346,Burkina Faso,Ouagadougou,Flood,2015,2015-08-04,8.0,12.37367996,-1.536979778
2015-0368,Niger,Agadez,Flood,2015,2015-07-25,27.0,19.48541641,10.51799236
2015-0392,Sudan,Gadaref,Flood,2015,2015-08-08,20.0,14.17111221,35.22083441
2015-0448,Nigeria,Kano,Flood,2015,2015-09-05,53.0,11.73613018,8.513338298
2015-0477,Somalia,Galgaduud,Flood,2015,2015-10-27,0.0,5.124412009,46.78310013
2015-0480,Guinea,Coyah,Flood,2015,2015-07-24,9.0,9.742510368,-13.33728248
2015-0482,Algeria,Tindouf province,Flood,2015,2015-10-16,0.0,27.69669145,-6.062753361
2015-0544,Somalia,Bay,Flood,2015,2015-03-01,0.0,2.653014199,43.56644195
2015-0564,Kenya,Mt Elgon,Flood,2015,2015-12-01,112.0,0.931827294,34.59756026
2015-0605,Egypt,Alexandria province,Storm,2015,2015-10-24,6.0,30.8446065,29.74511632
2015-0606,Egypt,Behera,Storm,2015,2015-11-03,25.0,30.6294479,30.27628097
2015-9373,Sudan,Southern Kordofan,Drought,2015,2015-08-01,0.0,14.85324317,29.76498703
2015-9500,South Africa,KwaZulu-Natal,Drought,2015,2015-01-01,0.0,-28.7280623,30.72670577
2015-9505,Namibia,Erongo,Drought,2015,2015-01-01,0.0,-22.05386807,15.22795103
2015-9545,Ethiopia,Somali,Drought,2015,2015-09-01,0.0,6.918982846,43.33582439
2015-9616,Somalia,Sanaag,Drought,2015,2015-08-01,0.0,10.30455372,47.68233572
2016-0089,Kenya,Lodwar city,Flood,2016,2016-03-10,3.0,3.209010335,35.67957513
2016-0129,Somalia,Awdal,Flood,2016,2016-04-06,9.0,10.56443643,43.37818303
2016-0130,Uganda,Kyebando,Flood,2016,2016-04-13,0.0,0.911302187,31.10663467
2016-0131,Angola,Viana,Flood,2016,2016-04-16,23.0,-9.067350909,13.29226455
2016-0149,Rwanda,Gakenke,Flood,2016,2016-01-01,67.0,-1.698530562,29.78423662
2016-0247,Angola,Cuanza Sul,Flood,2016,2016-03-01,30.0,-10.82598035,15.04484941
2016-0248,Mozambique,Cabo Delgado province,Flood,2016,2016-01-05,16.0,-12.45862046,39.36667124
2016-0269,Niger,Tahoua,Flood,2016,2016-06-01,11.0,15.77673902,5.227257351
2016-0272,Mali,Gao,Flood,2016,2016-07-11,13.0,16.79331743,1.348131287
2016-0274,Sudan,Al Gezira,Flood,2016,2016-06-01,171.0,14.58234302,33.34535948
2016-0336,Nigeria,Akwa Ibom,Storm,2016,2016-08-14,28.0,4.912295098,7.838176699
2016-0337,Nigeria,Gwaram,Flood,2016,2016-09-01,18.0,11.17834227,9.991843635
2016-0359,Egypt,South Sinai,Storm,2016,2016-10-27,26.0,29.02165264,33.79978092
2016-0449,Senegal,Mbane,Flood,2016,2016-07-01,5.0,16.25289239,-15.55821449
2016-0478,South Africa,Gauteng,Flood,2016,2016-11-09,6.0,-26.10614694,28.12577898
2016-0523,Zimbabwe,Mangwe,Storm,2016,2016-12-09,31.0,-20.97603803,28.00825613
2016-0546,Mozambique,Maputo,Storm,2016,2016-10-24,12.0,-25.52759199,32.45011452
2016-9020,Madagascar,Ambovombe-Androy,Drought,2016,2016-01-01,0.0,-24.8628715,45.77960465
2016-9122,Mozambique,Magude,Drought,2016,2016-01-01,0.0,-24.70120887,32.43924289
2016-9452,Kenya,Kilifi,Drought,2016,2016-06-01,0.0,-3.17440402,39.68688818
2017-0051,Mozambique,Vilankulo,Storm,2017,2017-02-15,7.0,-22.14761761,35.30617928
2017-0079,Botswana,Kavimba,Flood,2017,2017-02-18,0.0,-18.51269688,24.80380033
2017-0083,Ghana,Brong Ahafo province,Storm,2017,2017-03-19,20.0,7.706088399,-1.657978191
2017-0094,Central African Republic,Kabo,Storm,2017,2017-01-01,0.0,8.035948412,18.8515145
2017-0106,Namibia,Oshana,Flood,2017,2017-01-01,0.0,-18.43234844,15.72277517
2017-0109,Angola,Luanda province,Flood,2017,2017-03-21,11.0,-8.979736465,13.31045103
2017-0272,Nigeria,Ekiti,Flood,2017,2017-07-08,20.0,7.702917745,5.313143042
2017-0367,Cameroon,Santchou,Flood,2017,2017-08-04,3.0,5.295685726,9.973916125
2017-0370,Niger,Agadez,Flood,2017,2017-08-26,56.0,19.48541641,10.51799236
2017-0384,Central African Republic,Kouango city,Flood,2017,2017-08-23,0.0,5.089900971,20.43754942
2017-0395,Uganda,Rubanda district,Flood,2017,2017-09-20,17.0,-1.178044283,29.86651122
2017-0415,Rwanda,Rusizi,Storm,2017,2017-09-17,3.0,-2.558645819,29.07939699
2017-0573,Sudan,Khartoum,Flood,2017,2017-06-30,25.0,15.84367916,32.80179655
2017-9208,Niger,Bosso,Drought,2017,2017-05-01,0.0,13.72742481,13.21607457
2017-9342,Chad,Chari Baguimi,Drought,2017,2017-03-01,0.0,11.23892046,16.33070894
2017-9343,Mauritania,Brakna,Drought,2017,2017-04-01,0.0,17.24770366,-13.40356412
2018-0008,Madagascar,Nosy Varika,Storm,2018,2018-01-05,73.0,-20.5643392,48.17135796
2018-0029,Mauritius,Rodrigues island,Storm,2018,2018-01-15,0.0,-19.71752962,63.42052677
2018-0048,Mozambique,Nampula,Flood,2018,2018-01-16,11.0,-14.96481585,39.24779415
2018-0064,Malawi,Karonga,Flood,2018,2018-02-01,1.0,-10.07970951,34.09101399
2018-0065,Burundi,Rugombo,Flood,2018,2018-01-14,0.0,-2.82193931,29.09470673
2018-0086,Madagascar,Mandritsara,Storm,2018,2018-03-14,21.0,-16.0323956,48.73982809
2018-0103,Botswana,Gweta,Flood,2018,2018-02-23,0.0,-21.53879673,26.27168272
2018-0104,Angola,Luanda,Flood,2018,2018-02-22,8.0,-8.979736465,13.31045103
2018-0104,Rwanda,Nyundo,Flood,2018,2018-03-03,24.0,-1.724484878,29.33731342
2018-0116,Kenya,Nairobi,Flood,2018,2018-03-14,15.0,-1.290546381,36.86666878
2018-0132,Kenya,Tana river,Flood,2018,2018-03-14,72.0,-1.524777551,39.41762555
2018-0162,Algeria,Tiaret,Flood,2018,2018-04-24,6.0,34.96510885,1.530423933
2018-0232,Niger,Maradi,Flood,2018,2018-06-01,36.0,14.11615306,7.299178277
2018-0292,Sudan,West Kordofan,Flood,2018,2018-07-23,23.0,11.76198174,28.40530921
2018-0365,Nigeria,Kogi,Flood,2018,2018-09-20,199.0,7.716356483,6.696042
2018-0387,Sudan,Kassala,Flood,2018,2018-08-01,23.0,15.98869069,35.75077515
