disasterno,Country,Location,Disaster type,Year,Date,Total deaths,Latitude,Longitude
2009-0019,Algeria,Oran,Flood,2009,2009-01-20,33.0,35.65022649,-0.600139593
2009-0019,Algeria,Mostaganem,Flood,2009,2009-01-20,33.0,35.98730491,0.330881926
2009-0019,Algeria,Medea,Flood,2009,2009-01-20,33.0,35.97846063,2.922806182
2009-0019,Algeria,Alger,Flood,2009,2009-01-20,33.0,36.707393,3.056515494
2009-0019,Algeria,Boumerdes,Flood,2009,2009-01-20,33.0,36.72789281,3.636741514
2009-0019,Algeria,Tizi Ouzou,Flood,2009,2009-01-20,33.0,36.67457384,4.203980628
2009-0047,Madagascar,Sava,Storm,2009,2009-01-19,12.0,-14.31236222,49.824274
2009-0047,Madagascar,Atsinanana,Storm,2009,2009-01-19,12.0,-19.10030333,48.68704187
2009-0092,Angola,Mupa,Flood,2009,2009-03-01,60.0,-16.20006451,15.84418871
2009-0092,Angola,Onjiva,Flood,2009,2009-03-01,60.0,-17.09348436,15.66575761
2009-0092,Angola,Evale,Flood,2009,2009-03-01,60.0,-16.53153266,15.77398677
2009-0092,Angola,Moxico,Flood,2009,2009-03-01,60.0,-12.88002552,21.03889891
2009-0092,Angola,Bie,Flood,2009,2009-03-01,60.0,-12.32493312,17.36258115
2009-0092,Angola,Lunda Sul,Flood,2009,2009-03-01,60.0,-10.17646249,20.65598238
2009-0092,Comoros,Anjouan,Flood,2009,2009-04-20,2.0,-12.32394121,43.73359321
2009-0092,Namibia,Kavango,Flood,2009,2009-03-01,92.0,-18.36868782,19.75014915
2009-0092,Namibia,Caprivi,Flood,2009,2009-03-01,92.0,-17.86324222,23.84288669
2009-0103,Zambia,Mongu,Flood,2009,2009-02-27,31.0,-15.23872858,23.50236236
2009-0103,Zambia,Kalabo,Flood,2009,2009-02-27,31.0,-15.10973088,22.42626141
2009-0103,Zambia,Lukulu,Flood,2009,2009-02-27,31.0,-14.23872825,23.3395066
2009-0103,Zambia,North-Western,Flood,2009,2009-02-27,31.0,-13.03297593,25.05691674
2009-0103,Zambia,Northern,Flood,2009,2009-02-27,31.0,-9.720136313,30.66660631
2009-0137,Madagascar,Nosy Varika,Storm,2009,2009-04-06,15.0,-20.56536387,48.17088823
2009-0137,Madagascar,Mananjary,Storm,2009,2009-04-06,15.0,-21.20064377,48.09200635
2009-0137,Madagascar,Vohipeno,Storm,2009,2009-04-06,15.0,-22.34453009,47.72050418
2009-0137,Madagascar,Amparafaravola,Storm,2009,2009-04-06,15.0,-17.45254549,48.3137426
2009-0160,Central African Republic,Mboki,Storm,2009,2009-03-23,0.0,5.538543175,26.51618394
2009-0160,Central African Republic,Zangba,Storm,2009,2009-03-23,0.0,4.893156204,21.36313195
2009-0233,Botswana,Bobirwa,Flood,2009,2009-05-10,0.0,-21.98332533,28.1310216
2009-0233,Botswana,Mahalapye,Flood,2009,2009-05-10,0.0,-23.26028969,26.33314886
2009-0236,Ghana,Sanata Maria,Flood,2009,2009-06-06,16.0,5.821748049,0.065873422
2009-0236,Ghana,Atonsu,Flood,2009,2009-06-06,16.0,6.689428886,-1.596809847
2009-0236,Ghana,Mfantsiman,Flood,2009,2009-06-06,16.0,5.259026625,-1.015210472
2009-0243,Benin,Vossa,Flood,2009,2009-06-22,7.0,8.522382637,2.482025779
2009-0344,Senegal,Dakar,Flood,2009,2009-08-24,6.0,14.75388164,-17.26657191
2009-0344,Senegal,Kaolack,Flood,2009,2009-08-24,6.0,13.97026542,-15.9316131
2009-0344,Senegal,Kaffrine,Flood,2009,2009-08-24,6.0,14.21789849,-15.18627246
2009-0344,Senegal,Thies,Flood,2009,2009-08-24,6.0,14.83108166,-16.7552175
2009-0344,Senegal,Fatick,Flood,2009,2009-08-24,6.0,14.16013181,-16.34494262
2009-0344,Senegal,Matam,Flood,2009,2009-08-24,6.0,15.14321577,-13.72726761
2009-0344,Senegal,Tambacounda,Flood,2009,2009-08-24,6.0,13.89099498,-13.22561827
2009-0344,Senegal,Kedougou,Flood,2009,2009-08-24,6.0,12.84379232,-12.19544526
2009-0375,Nigeria,Zamfara,Flood,2009,2009-09-10,0.0,12.08786821,6.260933842
2009-0375,Nigeria,Kaduna,Flood,2009,2009-09-10,0.0,10.35507132,7.705680097
2009-0375,Nigeria,Niger,Flood,2009,2009-09-10,0.0,9.93437545,5.599749648
2009-0375,Nigeria,Benue,Flood,2009,2009-09-10,0.0,7.324393181,8.758319739
2009-0375,Nigeria,Adamawa,Flood,2009,2009-09-10,0.0,9.343554959,12.44482498
2009-0375,Nigeria,Nassarawa,Flood,2009,2009-09-10,0.0,8.498966396,8.189571934
2009-0375,Nigeria,Sokoto,Flood,2009,2009-09-10,0.0,13.03584217,5.317541308
2009-0375,Nigeria,Jigawa,Flood,2009,2009-09-10,0.0,12.21567495,9.550513513
2009-0379,Sudan,Blue Nile,Flood,2009,2009-08-16,20.0,11.26783612,34.12527881
2009-0379,Sudan,Kassala,Flood,2009,2009-08-16,20.0,15.98884127,35.75058371
2009-0394,Algeria,Biskra,Flood,2009,2009-09-10,15.0,34.46890747,5.335004601
2009-0412,Tunisia,Gabes,Flood,2009,2009-09-22,17.0,33.7990947,10.09102129
2009-0412,Tunisia,Monastir,Flood,2009,2009-09-22,17.0,35.61695891,10.75674033
2009-0412,Tunisia,Mahdia,Flood,2009,2009-09-22,17.0,35.33850338,10.6337978
2009-0412,Tunisia,Sfax,Flood,2009,2009-09-22,17.0,34.77652285,10.38235622
2009-0412,Tunisia,Tozeur,Flood,2009,2009-09-22,17.0,33.93983661,7.989640599
2009-0433,Chad,Toukra,Flood,2009,2009-09-12,3.0,11.75133393,15.2545594
2009-0494,Kenya,Malindi,Flood,2009,2009-10-29,16.0,-3.211907141,39.91443501
2009-0523,Mali,Kayes,Flood,2009,2009-05-01,25.0,13.87291309,-10.23041578
2009-0532,Somalia,Ceel Waaq,Flood,2009,2009-10-23,0.0,2.660944906,41.44936785
2009-0550,Angola,Terra Nova,Flood,2009,2009-12-10,0.0,-8.831550033,13.25888884
2009-0597,Kenya,Laikipia,Flood,2009,2009-12-24,40.0,0.330534087,36.77142682
2009-0597,Kenya,Kajiado,Flood,2009,2009-12-24,40.0,-2.119406153,36.90515523
2009-0597,Kenya,Koibatek,Flood,2009,2009-12-24,40.0,-0.050845287,35.79254889
2009-0597,Kenya,Narok,Flood,2009,2009-12-24,40.0,-1.25082286,35.57394393
2009-0597,Kenya,West Pokot,Flood,2009,2009-12-24,40.0,1.730128266,35.24732925
2009-0597,Kenya,Kericho,Flood,2009,2009-12-24,40.0,-0.28635268,35.31502648
2009-0597,Kenya,Isiolo,Flood,2009,2009-12-24,40.0,1.01242812,38.54132722
2009-9615,Ethiopia,Somali,Drought,2009,2009-01-01,0.0,6.918982846,43.33582439
2009-9633,South Sudan,Unity,Drought,2009,,0.0,8.926421189,29.88578342
2009-9651,Niger,Agadez,Drought,2009,2009-09-01,0.0,19.48541641,10.51799236
2009-9654,Chad,Kanem,Drought,2009,2009-12-01,0.0,15.13281125,15.26495581
2010-0021,Egypt,Ras Sidr,Flood,2010,2010-01-18,12.0,29.5869642,33.30633097
2010-0021,Egypt,Nuweiba,Flood,2010,2010-01-18,12.0,29.30004466,34.32802982
2010-0094,Kenya,Turkana,Flood,2010,2010-03-01,94.0,3.265351693,35.43301285
2010-0094,Kenya,Samburu,Flood,2010,2010-03-01,94.0,1.321851983,37.11836982
2010-0094,Kenya,Nakuru,Flood,2010,2010-03-01,94.0,-0.459330964,36.07893816
2010-0094,Kenya,Malindi,Flood,2010,2010-03-01,94.0,-3.211907141,39.91443501
2010-0097,Mozambique,Buzi,Flood,2010,2010-02-22,5.0,-20.02535278,34.35992179
2010-0097,Mozambique,Chemba,Flood,2010,2010-02-22,5.0,-17.2038874,34.62952709
2010-0097,Mozambique,Nhamatanda,Flood,2010,2010-02-22,5.0,-19.33315263,34.24020929
2010-0097,Mozambique,Caia,Flood,2010,2010-02-22,5.0,-17.78400452,35.00329921
2010-0097,Mozambique,Dondo,Flood,2010,2010-02-22,5.0,-19.54284774,34.84722559
2010-0097,Mozambique,Chinde,Flood,2010,2010-02-22,5.0,-18.37436579,36.33504942
2010-0097,Mozambique,Tambara,Flood,2010,2010-02-22,5.0,-16.96116036,34.10481168
2010-0097,Mozambique,Nampula,Flood,2010,2010-02-22,5.0,-14.96481585,39.24779415
2010-0105,Angola,Evale,Flood,2010,2010-03-01,7.0,-16.53153266,15.77398677
2010-0105,Angola,Moxico province,Flood,2010,2010-03-01,7.0,-12.88002552,21.03889891
2010-0116,Zambia,Sinazongwe,Flood,2010,2010-03-01,0.0,-17.37274231,27.29150372
2010-0116,Zambia,Livingstone,Flood,2010,2010-03-01,0.0,-17.69406408,25.90243622
2010-0116,Zambia,Mpulungu,Flood,2010,2010-03-01,0.0,-8.992771722,30.88237199
2010-0116,Zambia,North-Western,Flood,2010,2010-03-01,0.0,-13.03297593,25.05691674
2010-0122,Burundi,Cibitoke,Flood,2010,2010-02-01,0.0,-2.819053775,29.22925396
2010-0128,Namibia,Kavango,Flood,2010,2010-03-24,8.0,-18.36868782,19.75014915
2010-0128,Namibia,Oshana,Flood,2010,2010-03-24,8.0,-18.43009783,15.72291694
2010-0246,Ghana,Ga West,Flood,2010,2010-06-20,45.0,5.654720378,-0.389706541
2010-0295,Niger,Zinder,Flood,2010,2010-07-19,2.0,14.98556837,10.03037009
2010-0300,Burkina Faso,Soum,Flood,2010,2010-07-21,16.0,14.23652855,-1.287680813
2010-0300,Burkina Faso,Oudalan,Flood,2010,2010-07-21,16.0,14.65315234,-0.332164616
2010-0300,Burkina Faso,Houet,Flood,2010,2010-07-21,16.0,11.29185489,-4.255053785
2010-0300,Burkina Faso,Bougouriba,Flood,2010,2010-07-21,16.0,10.89932857,-3.381736246
2010-0300,Chad,Tibesti,Flood,2010,2010-08-15,24.0,21.14961664,16.64773846
2010-0300,Chad,Sila,Flood,2010,2010-08-15,24.0,12.13877695,21.44171123
2010-0300,Chad,Logone Oriental,Flood,2010,2010-08-15,24.0,8.203300409,16.40898281
2010-0300,Chad,Logone Occidental,Flood,2010,2010-08-15,24.0,8.766772218,15.86817343
2010-0300,Chad,Salamat,Flood,2010,2010-08-15,24.0,10.81028419,20.58377886
2010-0379,Niger,Niamey,Flood,2010,2010-08-01,3.0,13.52929382,2.127571286
2010-0379,Niger,Zinder,Flood,2010,2010-08-01,3.0,14.98556837,10.03037009
2010-0379,Niger,Maradi,Flood,2010,2010-08-01,3.0,14.11537985,7.299652875
2010-0379,Niger,Agadez,Flood,2010,2010-08-01,3.0,19.48356243,10.51824021
2010-0379,Niger,Tahoua,Flood,2010,2010-08-01,3.0,15.77600267,5.227769099
2010-0379,Niger,Diffa,Flood,2010,2010-08-01,3.0,15.86080846,13.21383166
2010-0450,Ethiopia,Afar,Flood,2010,2010-08-22,19.0,12.03494154,40.76807839
2010-0450,Ethiopia,Amhara,Flood,2010,2010-08-22,19.0,11.56246815,38.04693811
2010-0454,Gambia,Kanifing Municipal Council,Flood,2010,2010-07-15,8.0,13.44875625,-16.65883889
2010-0454,Gambia,Lower River,Flood,2010,2010-07-15,8.0,13.38649807,-15.74796878
2010-0454,Gambia,North Bank,Flood,2010,2010-07-15,8.0,13.50750852,-16.01010074
2010-0454,Gambia,Upper River,Flood,2010,2010-07-15,8.0,13.39411373,-14.16231552
2010-0483,Ghana,Brong Ahafo,Flood,2010,2010-09-01,18.0,7.706088399,-1.657978191
2010-0483,Ghana,Eastern,Flood,2010,2010-09-01,18.0,6.412756787,-0.450589257
2010-0509,Nigeria,Jigawa,Flood,2010,2010-09-13,40.0,12.21567495,9.550513513
2010-0509,Nigeria,Sokoto,Flood,2010,2010-09-13,40.0,13.03584217,5.317541308
2010-0509,Nigeria,Kebbi,Flood,2010,2010-09-13,40.0,11.7658034,4.500959545
2010-0509,Nigeria,Niger,Flood,2010,2010-09-13,40.0,9.93437545,5.599749648
2010-0523,Mauritania,Aleg,Flood,2010,2010-09-19,0.0,16.97849306,-13.65173331
2010-0526,Guinea,Norassoba,Flood,2010,2010-09-15,1.0,11.14774172,-9.618469801
2010-0536,Mali,Kayes,Flood,2010,2010-10-04,0.0,13.87280749,-10.23076347
2010-0536,Mali,Koulikoro,Flood,2010,2010-10-04,0.0,13.62428613,-7.645623989
2010-0536,Mali,Sikasso,Flood,2010,2010-10-04,0.0,11.43183956,-6.559005219
2010-0536,Mali,Mopti,Flood,2010,2010-10-04,0.0,14.70486596,-3.512185674
2010-0536,Mali,Tombouctou,Flood,2010,2010-10-04,0.0,21.19267524,-3.303516646
2010-0536,Mali,Gao,Flood,2010,2010-10-04,0.0,16.79356743,1.347846672
2010-0536,Mali,Kidal,Flood,2010,2010-10-04,0.0,19.47361032,1.144092946
2010-0553,Angola,Huambo,Flood,2010,2010-10-15,18.0,-12.56992312,15.74654049
2010-0553,Angola,Zaire,Flood,2010,2010-10-15,18.0,-6.607559656,13.56282959
2010-0553,Angola,Moxico,Flood,2010,2010-10-15,18.0,-12.88002552,21.03889891
2010-0579,Sudan,White Nile,Flood,2010,2010-07-01,3.0,13.40506842,32.35100786
2010-0579,Sudan,Northern Kordofan,Flood,2010,2010-07-01,3.0,14.85151104,29.76737159
2010-0579,South Sudan,Jonglei,Flood,2010,2010-07-01,0.0,7.378792852,32.32764574
2010-0579,South Sudan,Unity,Flood,2010,2010-07-01,0.0,8.926421189,29.88578342
2010-0613,Morocco,Ouarzazate,Flood,2010,2010-11-25,32.0,31.09047168,-6.59160149
2010-0639,Egypt,Tanta,Storm,2010,2010-12-12,31.0,30.82036688,30.9784805
2010-0678,South Africa,Free State,Storm,2010,2010-12-15,40.0,-28.61392393,26.86718034
2010-0678,South Africa,Mpumalanga,Storm,2010,2010-12-15,40.0,-25.87414315,30.29894995
2010-0678,South Africa,North West,Storm,2010,2010-12-15,40.0,-26.26786088,25.51992603
2010-0678,South Africa,Northern Cape,Storm,2010,2010-12-15,40.0,-29.4534085,21.40248344
2010-0678,South Africa,Limpopo,Storm,2010,2010-12-15,40.0,-23.78573005,29.28952133
2010-0678,South Africa,Gauteng,Storm,2010,2010-12-15,40.0,-26.10606905,28.12646848
2010-9082,Burundi,Kayanza,Drought,2011,,0.0,-3.007285299,29.65896884
2010-9082,Ethiopia,Somali,Drought,2011,2011-01-01,0.0,6.918982846,43.33582439
2010-9082,Somalia,Bakool,Drought,2010,2010-02-01,20000.0,4.203733604,43.9474885
2010-9082,Uganda,Kaabong,Drought,2011,2011-03-01,0.0,3.558186489,34.12007739
2010-9181,Zimbabwe,Manicaland,Drought,2010,2010-05-01,0.0,-19.06116231,32.39751357
2010-9249,Mali,Kayes,Drought,2010,2010-06-01,0.0,13.87291309,-10.23041578
2010-9290,Mozambique,Maputo,Drought,2010,2010-03-01,0.0,-25.52759199,32.45011452
2010-9292,Mauritania,Assaba,Drought,2010,,0.0,16.58027373,-11.53599762
2011-0003,Angola,Cazenga,Flood,2011,2011-01-03,17.0,-8.827158398,13.29817335
2011-0003,Angola,Samba,Flood,2011,2011-01-03,17.0,-9.008935568,13.12512277
2011-0003,Angola,Cacuaco,Flood,2011,2011-01-03,17.0,-8.783947786,13.47272257
2011-0043,Lesotho,Qacha's Nek,Flood,2011,2011-02-01,26.0,-29.96574664,28.73857444
2011-0043,Lesotho,Mohale's Hoek,Flood,2011,2011-02-01,26.0,-30.06944537,27.8000134
2011-0043,Lesotho,Mokhotlong,Flood,2011,2011-02-01,26.0,-29.21997355,29.03046457
2011-0057,Madagascar,Vohipeno,Storm,2011,2011-02-14,35.0,-22.34453009,47.72050418
2011-0057,Madagascar,Mampikony,Storm,2011,2011-02-14,35.0,-16.1723969,47.68037653
2011-0057,Madagascar,Miandrivazo,Storm,2011,2011-02-14,35.0,-19.15806195,45.37584922
2011-0057,Madagascar,Sambava,Storm,2011,2011-02-14,35.0,-14.21476942,49.78464448
2011-0057,Madagascar,Morafenobe,Storm,2011,2011-02-14,35.0,-17.92908654,44.96973482
2011-0057,Madagascar,Bekily,Storm,2011,2011-02-14,35.0,-24.25663665,45.40162434
2011-0081,Namibia,Kunene,Flood,2011,2011-03-01,108.0,-19.13446025,13.92780015
2011-0081,Namibia,Oshana,Flood,2011,2011-03-01,108.0,-18.43009783,15.72291694
2011-0081,Namibia,Oshikoto,Flood,2011,2011-03-01,108.0,-18.59833166,17.00453393
2011-0081,Namibia,Omusati,Flood,2011,2011-03-01,108.0,-18.27964408,14.89457675
2011-0081,Namibia,Ohangwena,Flood,2011,2011-03-01,108.0,-17.58441259,16.8131225
2011-0081,Namibia,Kavango,Flood,2011,2011-03-01,108.0,-18.36868782,19.75014915
2011-0092,Angola,Cunene,Flood,2011,2011-03-01,113.0,-16.50351286,15.57852043
2011-0092,Zambia,Chavuma,Flood,2011,2011-03-01,0.0,-13.22367057,22.44419966
2011-0180,Burundi,Ngagara,Flood,2011,2011-03-20,0.0,-3.359259086,29.35840654
2011-0180,Burundi,Cibitoke,Flood,2011,2011-03-20,0.0,-2.820362065,29.22962419
2011-0343,Nigeria,Ibadan North,Flood,2011,2011-08-26,120.0,7.411892432,3.909278704
2011-0343,Nigeria,Oluyole,Flood,2011,2011-08-26,120.0,7.183516837,3.878177187
2011-0343,Nigeria,Ido,Flood,2011,2011-08-26,120.0,7.505281542,3.71163473
2011-0343,Nigeria,Egbeda,Flood,2011,2011-08-26,120.0,7.392201942,4.058841426
2011-0343,Nigeria,Ona Ara,Flood,2011,2011-08-26,120.0,7.252870229,4.041642751
2011-0343,Nigeria,Ibadan North East,Flood,2011,2011-08-26,120.0,7.373931452,3.930477702
2011-0343,Nigeria,Lagelu,Flood,2011,2011-08-26,120.0,7.494530105,4.046716214
2011-0376,Uganda,Bulambuli,Flood,2011,2011-08-20,27.0,1.421010578,34.32627438
2011-0376,Uganda,Kween,Flood,2011,2011-08-20,27.0,1.432909501,34.57276616
2011-0376,Uganda,Mbale,Flood,2011,2011-08-20,27.0,0.968196686,34.29525827
2011-0376,Uganda,Butaleja,Flood,2011,2011-08-20,27.0,0.911576186,33.98047424
2011-0376,Uganda,Masaka,Flood,2011,2011-08-20,27.0,-0.292102802,31.67182954
2011-0376,Uganda,Buhweju,Flood,2011,2011-08-20,27.0,-0.337169688,30.3720596
2011-0376,Uganda,Mitooma,Flood,2011,2011-08-20,27.0,-0.609910037,30.05975068
2011-0376,Uganda,Mpigi,Flood,2011,2011-08-20,27.0,0.162203781,31.91941763
2011-0376,Uganda,Kasese,Flood,2011,2011-08-20,27.0,0.121792156,30.00102736
2011-0376,Uganda,Rukungiri,Flood,2011,2011-08-20,27.0,-0.70157997,29.88687523
2011-0413,Ghana,Greater Accra,Flood,2011,2011-10-26,14.0,5.821748049,0.065873422
2011-0413,Ghana,Eastern,Flood,2011,2011-10-26,14.0,6.411126332,-0.45079031
2011-0504,Kenya,Busia,Flood,2011,2011-11-29,25.0,0.393930648,34.19397582
2011-0504,Kenya,Siaya,Flood,2011,2011-11-29,25.0,-0.054854102,34.2490191
2011-0504,Kenya,Rachuonyo,Flood,2011,2011-11-29,25.0,-0.536907558,34.36343158
2011-0504,Kenya,Samburu,Flood,2011,2011-11-29,25.0,1.321851983,37.11836982
2011-0504,Kenya,Marsabit,Flood,2011,2011-11-29,25.0,2.979020486,37.5691202
2011-0523,Angola,Uige province,Flood,2011,2011-12-15,0.0,-7.024000898,15.47774896
2011-0598,Niger,Ouallam,Flood,2011,2011-08-17,9.0,14.69539889,2.234694449
2011-0598,Niger,Tera,Flood,2011,2011-08-17,9.0,14.19741503,0.853892259
2011-0629,Malawi,Thyolo,Flood,2011,2011-12-01,0.0,-16.10396801,35.14456318
2011-0631,Ethiopia,Mustahil,Flood,2011,2011-11-07,0.0,5.452177031,44.76028407
2011-9524,Burkina Faso,Sahel,Drought,2011,2011-12-01,0.0,14.14637059,-0.440068118
2011-9560,Senegal,Kaffrine,Drought,2011,2011-12-01,0.0,14.21909009,-15.18572045
2011-9629,Lesotho,Quthing,Drought,2011,2011-12-01,0.0,-30.36010491,27.985661
2011-9661,Mali,Kayes,Drought,2011,,0.0,13.87291309,-10.23041578
2011-9663,Ethiopia,Dire Dawa,Drought,2012,,0.0,9.606269024,42.00302663
2011-9663,Kenya,Wajir,Drought,2011,,0.0,1.810589545,40.03406304
2011-9663,Somalia,Bakool,Drought,2012,,0.0,4.203733604,43.9474885
2012-0005,Mozambique,Chinde,Storm,2012,2012-01-20,10.0,-18.37436579,36.33504942
2012-0005,Mozambique,Pebane,Storm,2012,2012-01-20,10.0,-16.71857224,38.54005849
2012-0005,Mozambique,Maganja da Costa,Storm,2012,2012-01-20,10.0,-17.10548625,37.62560237
2012-0005,Mozambique,Gurue,Storm,2012,2012-01-20,10.0,-15.35049859,36.94828272
2012-0005,Mozambique,Mossuril,Storm,2012,2012-01-20,10.0,-15.05929932,40.51864542
2012-0006,Mozambique,Chokwe,Storm,2012,2012-01-18,20.0,-24.56177412,32.95529265
2012-0006,South Africa,Limpopo,Storm,2012,2012-01-01,0.0,-23.78533526,29.28976311
2012-0034,Algeria,Skikda,Flood,2012,2012-02-03,49.0,36.7835197,6.833149234
2012-0034,Algeria,Boumerdes,Flood,2012,2012-02-03,49.0,36.72789281,3.636741514
2012-0043,Madagascar,Brickaville,Storm,2012,2012-02-14,35.0,-18.63590795,48.85424318
2012-0056,Mozambique,Cabo Delgado,Storm,2012,2012-03-03,3.0,-12.45862046,39.36667124
2012-0113,Comoros,Domoni,Flood,2012,2012-04-20,4.0,-12.32394121,43.73359321
2012-0130,Rwanda,Nyabihu,Flood,2012,2012-04-09,5.0,-1.647527626,29.51057418
2012-0166,Kenya,Kitengela,Flood,2012,2012-04-20,73.0,-1.434412399,36.82230923
2012-0166,Kenya,Garsen,Flood,2012,2012-04-20,73.0,-2.336046819,39.50986146
2012-0166,Kenya,Kisumu,Flood,2012,2012-04-20,73.0,-0.162933047,34.83466421
2012-0166,Kenya,Suba,Flood,2012,2012-04-20,73.0,-0.637589225,34.09889389
2012-0166,Kenya,Nyando,Flood,2012,2012-04-20,73.0,-1.289752346,36.86696246
2012-0280,Sudan,Kassala,Flood,2012,2012-08-01,35.0,15.98884127,35.75058371
2012-0280,Sudan,White Nile,Flood,2012,2012-08-01,35.0,13.40506842,32.35100786
2012-0280,Sudan,Gadaref,Flood,2012,2012-08-01,35.0,14.17176499,35.21985351
2012-0302,Niger,Agadez,Flood,2012,2012-07-15,91.0,19.48356243,10.51824021
2012-0302,Niger,Diffa,Flood,2012,2012-07-15,91.0,15.86080846,13.21383166
2012-0302,Niger,Dosso,Flood,2012,2012-07-15,91.0,13.19821782,3.541880626
2012-0302,Niger,Maradi,Flood,2012,2012-07-15,91.0,14.11537985,7.299652875
2012-0302,Niger,Tahoua,Flood,2012,2012-07-15,91.0,15.77600267,5.227769099
2012-0302,Niger,Zinder,Flood,2012,2012-07-15,91.0,14.98556837,10.03037009
2012-0320,Benin,Karimama,Flood,2012,2012-09-01,4.0,11.95574484,2.748865354
2012-0347,Chad,Logone Oriental,Flood,2012,2012-07-15,20.0,8.203300409,16.40898281
2012-0362,Cameroon,Faro,Flood,2012,2012-08-25,15.0,8.246881654,12.87650724
2012-0366,Nigeria,Nassarrawa,Flood,2012,2012-07-01,363.0,8.498966396,8.189571934
2012-0366,Nigeria,Niger,Flood,2012,2012-07-01,363.0,9.93437545,5.599749648
2012-0366,Nigeria,Plateau,Flood,2012,2012-07-01,363.0,9.208963894,9.548720569
2012-0366,Nigeria,Adamawa,Flood,2012,2012-07-01,363.0,9.343554959,12.44482498
2012-0366,Nigeria,Bauchi,Flood,2012,2012-07-01,363.0,10.77576006,9.987113629
2012-0366,Nigeria,Taraba,Flood,2012,2012-07-01,363.0,8.033249602,10.82964825
2012-0366,Nigeria,Yobe,Flood,2012,2012-07-01,363.0,12.29652727,11.44253345
2012-0366,Nigeria,Jigawa,Flood,2012,2012-07-01,363.0,12.21567495,9.550513513
2012-0366,Nigeria,Kaduna,Flood,2012,2012-07-01,363.0,10.35507132,7.705680097
2012-0366,Nigeria,Kano,Flood,2012,2012-07-01,363.0,11.73558934,8.51260524
2012-0366,Nigeria,Katsina,Flood,2012,2012-07-01,363.0,12.37318097,7.629785229
2012-0366,Nigeria,Kebbi,Flood,2012,2012-07-01,363.0,11.7658034,4.500959545
2012-0366,Nigeria,Anambra,Flood,2012,2012-07-01,363.0,6.206837363,6.931034408
2012-0366,Nigeria,Ebonyi,Flood,2012,2012-07-01,363.0,6.266042279,8.002066075
2012-0366,Nigeria,Cross River,Flood,2012,2012-07-01,363.0,5.85599731,8.581700491
2012-0366,Nigeria,Lagos,Flood,2012,2012-07-01,363.0,6.526077403,3.553893496
2012-0380,Uganda,Agago,Flood,2012,2012-08-20,0.0,2.910842081,33.34734345
2012-0380,Uganda,Lamwo,Flood,2012,2012-08-20,0.0,3.547446409,32.72734653
2012-0441,Algeria,Tebessa,Flood,2012,2012-08-31,20.0,35.06193253,7.856513488
2012-0473,South Sudan,Jonglei,Flood,2012,2012-09-07,15.0,7.378792852,32.32764574
2012-0473,South Sudan,Unity,Flood,2012,2012-09-07,15.0,8.926421189,29.88578342
2012-0598,Malawi,Mangochi,Flood,2012,2012-12-15,4.0,-14.26112619,35.13529514
2012-0598,Malawi,Phalombe,Flood,2012,2012-12-15,4.0,-15.66947061,35.68908119
2012-0598,Malawi,Nsanje,Flood,2012,2012-12-15,4.0,-16.74704649,35.14269735
2012-9065,Angola,Bengo,Drought,2012,2012-03-01,0.0,-8.977739795,13.88141273
2012-9160,Chad,Kanem,Drought,2012,2012-06-01,0.0,15.13281125,15.26495581
2012-9304,Malawi,Balaka,Drought,2012,2012-08-01,0.0,-15.03643071,35.0561911
2013-0011,Malawi,Mangochi,Flood,2013,2013-01-01,3.0,-14.26241639,35.13732721
2013-0026,Seychelles,Anse Aux Pins,Storm,2013,2013-02-07,0.0,-4.688988009,55.51757672
2013-0026,Seychelles,Au Cap,Storm,2013,2013-02-07,0.0,-4.708434486,55.51727098
2013-0031,Botswana,Tsokootshaa,Flood,2013,2013-01-16,12.0,-24.61916965,25.93069829
2013-0031,Botswana,Tutume,Flood,2013,2013-01-16,12.0,-20.21743482,25.93892397
2013-0031,Botswana,Masunga,Flood,2013,2013-01-16,12.0,-21.01447465,27.56821981
2013-0031,Botswana,Sowa,Flood,2013,2013-01-16,12.0,-20.56514744,26.22470789
2013-0032,Madagascar,Morombe,Storm,2013,2013-02-22,42.0,-22.01707275,43.70346502
2013-0032,Madagascar,Menabe,Storm,2013,2013-02-22,42.0,-20.23062182,44.89535375
2013-0122,Ghana,Nanumba South,Flood,2013,2013-03-03,5.0,8.774493501,0.121013694
2013-0123,Kenya,Turkana,Flood,2013,2013-03-10,96.0,3.265351693,35.43301285
2013-0123,Kenya,West Pokot,Flood,2013,2013-03-10,96.0,1.730128266,35.24732925
2013-0123,Kenya,Baringo,Flood,2013,2013-03-10,96.0,0.67527177,35.94712117
2013-0123,Kenya,Marakwet,Flood,2013,2013-03-10,96.0,0.787741119,35.54612096
2013-0123,Kenya,Nyeri,Flood,2013,2013-03-10,96.0,-0.334688986,36.95617693
2013-0125,Ethiopia,Korahe,Flood,2013,2013-04-10,0.0,6.645310764,44.42047378
2013-0217,South Africa,Bishop Lavis,Storm,2013,2013-06-01,3.0,-33.89296367,18.59349281
2013-0280,Sudan,Khartoum,Flood,2013,2013-08-01,76.0,15.84371653,32.80459422
2013-0280,Sudan,Blue Nile,Flood,2013,2013-08-01,76.0,11.26783612,34.12527881
2013-0280,Sudan,White Nile,Flood,2013,2013-08-01,76.0,13.40506842,32.35100786
2013-0280,Sudan,Kassala,Flood,2013,2013-08-01,76.0,15.98884127,35.75058371
